tweet,label,sw_count,len_tweet,asterisk
 notice that all of the homeless are white and american that's not by accident the state has gone out of its way to displace americans with by harboring illegal aliens and making taxpayers pay for them maga,NOTABU,0,206,0
" i am trying to make a point many people who hate the liberal and ndp party are conservatives and all conservatives care about is money they don't have to ruin the environment and discriminate against others because of money""""",NOTABU,0,226,0
 ontario liberal mp leona alleslev is using you to jump the queue the faithful back benchers are probably furious and should join the liberals in protest.,NOTABU,0,154,0
 to be very honest it’s also wrong to disregard stats hazard is an attacker and isn’t pegged with any sort of defensive duties he is always with the ball as the main man/his style so if his g+a stats aren’t as good as people expect they have every right to question his rating,NOTABU,0,276,0
 ways for president trump to lose in 020 gun control and an immigration bill with no wall.,NOTABU,0,90,0
" brad the god of scripture does not have a sense of justice. he is just and a consuming fire he remains today what he was then but as all theonomists forget /2""",NOTABU,0,160,0
 liberals as per odia standards ....rw is liberal when it comes to my state 🤣,NOTABU,0,77,0
 and antifa is pissed they werent invited !!!!!!,NOTABU,0,48,0
 thank you don jr you are absolutely correct!,NOTABU,0,45,0
 whoever you are you deserve this url,NOTABU,0,37,0
 yay awesome 🇸♥️😎👈👍maga🇺🇸♥️🇺🇸reppowervote♥️🇺🇸strengthened by powerprayers🇺🇸👍red tsunami♥️,NOTABU,0,89,0
" those are old photos and in no way represent antifa"" it's a small group of delusional people who call themselves antideutsch ""anti-german"" who have tried to co-opt the anti-fascist movement and claim that anyone who is not anti-german and pro-israel is antisemitic and racist.""",NOTABU,1,278,0
 maybe he is not a mariota fan,NOTABU,0,30,0
  glad to jump in maga,NOTABU,0,22,0
 and wouldn't johnmccain be proud.. notably read a passage of scripture at the memorial service but he was not asked to speak his own words sen mccain likely saw him for what he is once trump took office a gutless suck-up who's looking for sessions job weasel,NOTABU,1,259,0
 don’t care let them nfl die on the field kneeling,NOTABU,0,50,0
 the dems playing a con game it must be antifa don’t you think.,EXP,0,63,0
 attention all red voters!! get out and vote.if we don't we will lose everything.,NOTABU,0,81,0
 oh i thought you were the dream team minus sonja really you are the mean disgusting team minus sonja oh by the way dorinda leave sonja alone you are so jealous of sonja she is kind sweet and so much prettier than you get over it you drunk,EXP,5,239,0
 even though he has proved to be very efficient in almost every regard since taking office hillary should fade away.,NOTABU,0,116,0
 will the liberals stop wasting tax payer money with c7 which will be repealed as soon as next year if passed move on instead to ensure criminals are dealt with severly and illegals are banned from entry.,NOTABU,0,204,0
 nine nine!! i love that show so much omg url,NOTABU,0,45,0
 not surprising at all the trudeau liberals have been using it to emotionally manipulate and divide canadians since the beginning.,NOTABU,0,130,0
 yes comie communist pun intended we do and will emerge stronger when u amp all ur cronies are put to death at gitmo we the people will indeed be stronger maga draintheswamp,EXP,0,173,0
 me trying to avoid the freshman boys who hang out in my block and hit on me everyday url,NOTABU,0,89,0
 would our country be able to keep its law enforcement officers safer who are trying to keep our families safe if gun control laws were not subject to the limitations of the nd amendment alpolitics,NOTABU,1,197,0
 duck ass shit not funny,NOTABU,2,24,0
 he is building it.,NOTABU,0,19,0
 he is truly adorable happy birthday baby boy😘,NOTABU,0,46,0
 hey andrew which problems are specifically the result of justin’s actions you don’t seem to have any solid info to tweet and you don’t read the articles you retweet there aren’t enough conservatives in this county to get you elected so you’d better start speaking to everyone,NOTABU,0,276,0
" ..how you want to be defined"" pul-ease when you live under a 4/7/36 msmedia shit-smear to the point you have marxine waters sending her antifa minions out to threaten you in public places you learn not to give a f*ck what the pavlovian left thinks night night !""",NOTABU,0,263,1
walkaway maga trump adviser eyes entitlement cuts to plug u.s budget gaps url,NOTABU,0,77,0
 should not be allowed to host if he's going to let republicans go on and say any ole thing without mediation/fact checks he is a waste of breath stick to counting votes ,NOTABU,0,170,0
 anonymous profile pic with  followers defending trump see that a lot on his threads whoever you are you have no idea if they're prepared or not 900 people died in pr from their lack of preparedness and response after the damage ice doesn't need 10m more to cage children.,NOTABU,0,272,0
 you should probably start reading your bible hun.,NOTABU,0,50,0
 he’s got a lot of nerve fast amp furious.,NOTABU,0,42,0
 my arms wasn't that big n neither was my boobs they are now from them injecting fat into my body!,NOTABU,0,98,0
 betty i think women have been handed a character assassination bomb to destroy men by the liberals and the feminists i would hate to know these women represent me why wait all these years to report...,IMP,0,201,0
 he is an israeli puppet.,EXP,0,25,0
 she is a victim terrible.,NOTABU,0,26,0
 her word against his amp one more she is a left wing nut nobody would touch amp is mad cause kavenaughs mom had to evict her parents!,EXP,1,134,0
 she is laughing the most url,NOTABU,1,29,0
 y’all need to know that she is human being and knew mac for so many years and was in a relationship with him she’s grieving she doesn’t have post something to prove that and it is not her fault he died like damn stop blaming this poor girl his addiction killed him.,NOTABU,1,266,0
" anyway she is a man and a mother it's about time she gave it to an actual female congratulations to naomi she has class amp skills!""",NOTABU,0,133,0
 liberals have compassion only for non americans.,NOTABU,0,49,0
 every one of them need to be put away for life,NOTABU,0,47,0
obamas lying skank maria harf dncwbore lyingskank kavanaughconfirmation christineblaseyford rednationrising kag maga ccot url,NOTABU,2,125,0
 i wouldn't doubt anything the unhinged witch would do.she's a leftest nutty professor with a mentally ill past.she has no business teaching anyone!i suspect she is a closet antifa member pd by soros psycho was going to do the same thing to gorsuch lockherup in a mental ward!,EXP,2,276,0
 he is an awesome dog almost worth the trip,NOTABU,0,43,0
 hiding like the caged animal he is.,EXP,0,36,0
 buy one url,NOTABU,0,12,0
 is it possible dallas goedert is a healthy scratch next sunday he is giving u nothing,NOTABU,0,86,0
 veterans earned their benefits how can the liberals justify failing to spend this money on those who need it most cdnpoli url,NOTABU,0,126,0
 yes the cpc needs more liberals good call scheer.,NOTABU,0,50,0
 you forgot antifa,NOTABU,0,18,0
 jeff i have a lot of respect for you please vote no to brett not because you don’t like him but because it’s the right thing to do he has lied he is hiding documents he thinks trump is above the law this is wrong !!,EXP,0,216,0
 please come back you are missed on the field!!! annnnnnnnnnnnnd i love you too alwaysacowboy nflsunday cowboysnation dezbryant 8,NOTABU,0,129,0
 there is no way she is  wow drugs maybe who knows,NOTABU,0,50,0
 they are conservatives to be put on the supreme court that don’t have all of these blemishes on their record these questions of their character there are better candidates they need to find one this one is the potus pic because he thinks the potus should be above the law,NOTABU,0,272,0
